4x2a day
120K/
source: /home/nunop/projects/planetary/nuno/envision/data_analysis/Row_signal_PerSubBand_20231107.py
Pixel,DarkFrame[e-],LightFrame[e-]
0,1.973811e+03,1.434852e+05
1,1.973811e+03,1.438019e+05
2,1.973811e+03,1.204825e+05
3,1.973811e+03,1.549159e+05
4,1.973811e+03,1.702916e+05
5,1.973811e+03,1.747142e+05
6,1.973811e+03,1.582331e+05
7,1.973811e+03,1.839180e+05
8,1.973811e+03,1.692649e+05
9,1.973811e+03,1.692177e+05
10,1.973811e+03,1.809503e+05
11,1.973811e+03,1.450317e+05
12,1.973811e+03,1.977398e+05
13,1.973811e+03,1.932254e+05
14,1.973811e+03,1.956330e+05
15,1.973811e+03,2.121208e+05
16,1.973811e+03,1.871421e+05
17,1.973811e+03,2.075323e+05
18,1.973811e+03,1.674440e+05
19,1.973811e+03,1.671094e+05
20,1.973811e+03,2.167370e+05
21,1.973811e+03,1.975935e+05
22,1.973811e+03,2.148479e+05
23,1.973811e+03,1.819654e+05
24,1.973811e+03,2.278664e+05
25,1.973811e+03,2.282578e+05
26,1.973811e+03,2.100114e+05
27,1.973811e+03,2.390330e+05
28,1.973811e+03,2.248408e+05
29,1.973811e+03,2.440336e+05
30,1.973811e+03,2.141875e+05
31,1.973811e+03,2.053554e+05
32,1.973811e+03,2.403225e+05
33,1.973811e+03,2.397730e+05
34,1.973811e+03,2.451273e+05
35,1.973811e+03,2.454070e+05
36,1.973811e+03,2.680384e+05
37,1.973811e+03,2.706179e+05
38,1.973811e+03,2.643256e+05
39,1.973811e+03,2.486718e+05
40,1.973811e+03,2.173224e+05
41,1.973811e+03,2.120389e+05
42,1.973811e+03,2.374189e+05
43,1.973811e+03,2.581894e+05
44,1.973811e+03,2.354617e+05
45,1.973811e+03,2.443720e+05
46,1.973811e+03,2.501181e+05
47,1.973811e+03,2.618530e+05
48,1.973811e+03,2.018382e+05
49,1.973811e+03,2.415152e+05
50,1.973811e+03,1.808769e+05
51,1.973811e+03,1.616974e+05
52,1.973811e+03,2.131720e+05
53,1.973811e+03,2.030805e+05
54,1.973811e+03,2.102694e+05
55,1.973811e+03,1.711033e+05
56,1.973811e+03,1.890002e+05
57,1.973811e+03,1.597041e+05
58,1.973811e+03,1.350544e+05
59,1.973811e+03,1.108557e+05
60,1.973811e+03,1.375314e+05
61,1.973811e+03,1.371723e+05
62,1.973811e+03,1.124286e+05
63,1.973811e+03,1.129394e+05
64,1.973811e+03,8.600223e+04
65,1.973811e+03,8.755325e+04
66,1.973811e+03,7.547331e+04
67,1.973811e+03,6.115789e+04
68,1.973811e+03,4.999731e+04
69,1.973811e+03,3.302695e+04
70,1.973811e+03,2.480940e+04
71,1.973811e+03,2.963143e+04
72,1.973811e+03,2.837784e+04
73,1.973811e+03,2.253164e+04
74,1.973811e+03,2.232853e+04
75,1.973811e+03,1.610340e+04
76,1.973811e+03,1.453890e+04
77,1.973811e+03,1.491950e+04
78,1.973811e+03,1.138472e+04
79,1.973811e+03,1.271250e+04
80,1.973811e+03,1.178159e+04
81,1.973811e+03,1.065840e+04
82,1.973811e+03,1.012855e+04
83,1.973811e+03,7.913396e+03
84,1.973811e+03,8.004290e+03
85,1.973811e+03,8.387389e+03
86,1.973811e+03,7.829259e+03
87,1.973811e+03,8.031931e+03
88,1.973811e+03,7.824179e+03
89,1.973811e+03,7.889092e+03
90,1.973811e+03,8.581116e+03
91,1.973811e+03,9.101388e+03
92,1.973811e+03,9.810434e+03
93,1.973811e+03,1.052245e+04
94,1.973811e+03,1.134143e+04
95,1.973811e+03,1.187374e+04
96,1.973811e+03,1.166983e+04
97,1.973811e+03,1.170471e+04
98,1.973811e+03,1.553870e+04
99,1.973811e+03,1.636522e+04
100,1.973811e+03,2.042204e+04
101,1.973811e+03,2.656329e+04
102,1.973811e+03,3.106487e+04
103,1.973811e+03,3.361988e+04
104,1.973811e+03,3.968070e+04
105,1.973811e+03,4.801623e+04
106,1.973811e+03,5.677368e+04
107,1.973811e+03,6.975486e+04
108,1.973811e+03,8.734013e+04
109,1.973811e+03,9.698511e+04
110,1.973811e+03,1.190394e+05
111,1.973811e+03,1.332264e+05
112,1.973811e+03,1.609017e+05
113,1.973811e+03,1.907772e+05
114,1.973811e+03,2.113643e+05
115,1.973811e+03,2.356906e+05
116,1.973811e+03,2.473370e+05
117,1.973811e+03,2.196003e+05
118,1.973811e+03,2.513857e+05
119,1.973811e+03,3.092003e+05
120,1.973811e+03,3.456061e+05
121,1.973811e+03,3.626182e+05
122,1.973811e+03,3.805803e+05
123,1.973811e+03,4.135366e+05
124,1.973811e+03,4.041539e+05
125,1.973811e+03,4.323566e+05
126,1.973811e+03,4.793735e+05
127,1.973811e+03,4.957495e+05
128,1.973811e+03,4.997011e+05
129,1.973811e+03,4.258141e+05
130,1.973811e+03,4.030394e+05
131,1.973811e+03,4.647541e+05
132,1.973811e+03,4.801381e+05
133,1.973811e+03,4.017258e+05
134,1.973811e+03,4.606656e+05
135,1.973811e+03,5.678005e+05
136,1.973811e+03,5.672236e+05
137,1.973811e+03,5.724105e+05
138,1.973811e+03,5.888267e+05
139,1.973811e+03,5.740193e+05
140,1.973811e+03,5.753219e+05
141,1.973811e+03,6.085334e+05
142,1.973811e+03,5.874617e+05
143,1.973811e+03,5.985757e+05
144,1.973811e+03,5.701205e+05
145,1.973811e+03,4.802414e+05
146,1.973811e+03,6.024152e+05
147,1.973811e+03,5.996975e+05
148,1.973811e+03,5.643920e+05
149,1.973811e+03,5.278404e+05
150,1.973811e+03,5.588899e+05
151,1.973811e+03,6.111921e+05
152,1.973811e+03,5.870943e+05
153,1.973811e+03,5.019365e+05
154,1.973811e+03,5.825156e+05
155,1.973811e+03,4.375654e+05
156,1.973811e+03,5.479489e+05
157,1.973811e+03,5.234180e+05
158,1.973811e+03,6.242185e+05
159,1.973811e+03,6.319167e+05
160,1.973811e+03,5.794297e+05
161,1.973811e+03,6.057773e+05
162,1.973811e+03,6.328661e+05
163,1.973811e+03,6.249580e+05
164,1.973811e+03,5.164116e+05
165,1.973811e+03,4.699819e+05
166,1.973811e+03,6.183925e+05
167,1.973811e+03,5.774500e+05
168,1.973811e+03,5.768945e+05
169,1.973811e+03,6.332731e+05
170,1.973811e+03,5.852523e+05
171,1.973811e+03,4.931823e+05
172,1.973811e+03,4.497594e+05
173,1.973811e+03,4.475307e+05
174,1.973811e+03,3.500990e+05
175,1.973811e+03,4.609344e+05
176,1.973811e+03,4.635798e+05
177,1.973811e+03,6.051632e+05
178,1.973811e+03,6.110300e+05
179,1.973811e+03,5.763373e+05
180,1.973811e+03,5.424485e+05
181,1.973811e+03,5.804679e+05
182,1.973811e+03,6.466123e+05
183,1.973811e+03,6.493618e+05
184,1.973811e+03,6.486211e+05
185,1.973811e+03,6.040164e+05
186,1.973811e+03,4.718656e+05
187,1.973811e+03,5.568893e+05
188,1.973811e+03,5.614067e+05
189,1.973811e+03,3.869523e+05
190,1.973811e+03,3.763254e+05
191,1.973811e+03,5.075570e+05
192,1.973811e+03,5.924070e+05
193,1.973811e+03,6.109061e+05
194,1.973811e+03,5.057471e+05
195,1.973811e+03,6.264426e+05
196,1.973811e+03,6.527464e+05
197,1.973811e+03,6.560502e+05
198,1.973811e+03,6.504366e+05
199,1.973811e+03,6.649035e+05
200,1.973811e+03,6.190534e+05
201,1.973811e+03,6.428966e+05
202,1.973811e+03,6.308032e+05
203,1.973811e+03,5.530473e+05
204,1.973811e+03,4.955743e+05
205,1.973811e+03,4.653553e+05
206,1.973811e+03,4.812381e+05
207,1.973811e+03,5.595410e+05
208,1.973811e+03,6.312146e+05
209,1.973811e+03,6.399980e+05
210,1.973811e+03,6.083406e+05
211,1.973811e+03,6.543059e+05
212,1.973811e+03,6.512254e+05
213,1.973811e+03,6.320361e+05
214,1.973811e+03,6.610904e+05
215,1.973811e+03,6.080283e+05
216,1.973811e+03,5.949184e+05
217,1.973811e+03,5.438271e+05
218,1.973811e+03,4.956934e+05
219,1.973811e+03,4.894560e+05
220,1.973811e+03,5.700889e+05
221,1.973811e+03,6.339529e+05
222,1.973811e+03,5.498695e+05
223,1.973811e+03,6.013485e+05
224,1.973811e+03,6.025517e+05
225,1.973811e+03,5.189376e+05
226,1.973811e+03,6.127795e+05
227,1.973811e+03,4.712792e+05
228,1.973811e+03,5.906497e+05
229,1.973811e+03,6.074411e+05
230,1.973811e+03,5.881879e+05
231,1.973811e+03,6.351455e+05
232,1.973811e+03,5.491501e+05
233,1.973811e+03,5.995734e+05
234,1.973811e+03,4.755482e+05
235,1.973811e+03,4.773424e+05
236,1.973811e+03,5.898913e+05
237,1.973811e+03,5.503408e+05
238,1.973811e+03,5.544646e+05
239,1.973811e+03,4.783272e+05
240,1.973811e+03,6.069137e+05
241,1.973811e+03,5.646596e+05
242,1.973811e+03,5.440955e+05
243,1.973811e+03,5.793451e+05
244,1.973811e+03,5.720417e+05
245,1.973811e+03,5.670181e+05
246,1.973811e+03,4.637180e+05
247,1.973811e+03,5.304038e+05
248,1.973811e+03,5.510800e+05
249,1.973811e+03,5.386898e+05
250,1.973811e+03,5.417539e+05
251,1.973811e+03,5.748109e+05
252,1.973811e+03,5.752014e+05
253,1.973811e+03,5.728916e+05
254,1.973811e+03,5.182412e+05
255,1.973811e+03,4.476480e+05
256,1.973811e+03,4.508379e+05
257,1.973811e+03,4.478033e+05
258,1.973811e+03,5.107593e+05
259,1.973811e+03,4.569726e+05
260,1.973811e+03,4.640510e+05
261,1.973811e+03,4.675881e+05
262,1.973811e+03,4.806342e+05
263,1.973811e+03,3.660867e+05
264,1.973811e+03,4.322565e+05
265,1.973811e+03,2.946616e+05
266,1.973811e+03,3.030351e+05
267,1.973811e+03,3.544545e+05
268,1.973811e+03,3.484848e+05
269,1.973811e+03,3.272952e+05
270,1.973811e+03,2.946698e+05
271,1.973811e+03,2.936000e+05
272,1.973811e+03,2.361626e+05
273,1.973811e+03,1.846058e+05
274,1.973811e+03,1.878847e+05
275,1.973811e+03,2.176810e+05
276,1.973811e+03,1.821462e+05
277,1.973811e+03,1.672276e+05
278,1.973811e+03,1.428755e+05
279,1.973811e+03,1.199446e+05
280,1.973811e+03,1.144572e+05
281,1.973811e+03,8.890658e+04
282,1.973811e+03,7.226921e+04
283,1.973811e+03,5.033880e+04
284,1.973811e+03,3.144885e+04
285,1.973811e+03,3.759654e+04
286,1.973811e+03,3.698132e+04
287,1.973811e+03,2.818064e+04
288,1.973811e+03,2.771611e+04
289,1.973811e+03,1.964348e+04
290,1.973811e+03,1.740144e+04
291,1.973811e+03,1.716408e+04
292,1.973811e+03,1.339725e+04
293,1.973811e+03,1.433765e+04
294,1.973811e+03,1.290842e+04
295,1.973811e+03,1.127069e+04
296,1.973811e+03,1.026440e+04
297,1.973811e+03,7.279388e+03
298,1.973811e+03,7.729957e+03
299,1.973811e+03,7.257865e+03
300,1.973811e+03,6.769469e+03
301,1.973811e+03,6.083124e+03
302,1.973811e+03,5.807422e+03
303,1.973811e+03,5.755947e+03
